lineage	month	lineage_counts_covspectrum	lineage_counts_genbank	total_counts_covspectrum	total_counts_genbank	monthly_frequency_covspectrum	monthly_frequency_genbank
XBB.1.18	2023-01	13	5	122622	92808	0.000106	5.39e-05
XBB.1.5.39	2023-01	13	9	122622	92808	0.000106	9.7e-05
XBB.4	2023-01	13	6	122622	92808	0.000106	6.46e-05
BF.7.12	2023-01	12	8	122622	92808	9.79e-05	8.62e-05
BM.4.1.1	2023-01	12	3	122622	92808	9.79e-05	3.23e-05
BY.1.1.1	2023-01	12	8	122622	92808	9.79e-05	8.62e-05
XBB.2.10	2023-01	12	3	122622	92808	9.79e-05	3.23e-05
XBB.9	2023-01	12	8	122622	92808	9.79e-05	8.62e-05
XCG	2023-01	12	9	122622	92808	9.79e-05	9.7e-05
BA.5.2.49	2023-01	10	9	122622	92808	8.16e-05	9.7e-05
BF.7.14.6	2023-01	9	9	122622	92808	7.34e-05	9.7e-05
BQ.1.1.30	2023-01	9	9	122622	92808	7.34e-05	9.7e-05
BQ.1.1.38	2023-01	11	9	122622	92808	8.97e-05	9.7e-05
CJ.1.3	2023-01	10	9	122622	92808	8.16e-05	9.7e-05
DJ.1.1.1	2023-01	10	9	122622	92808	8.16e-05	9.7e-05
ED.1	2023-01	11	9	122622	92808	8.97e-05	9.7e-05
XBB.1.19	2023-01	7	9	122622	92808	5.71e-05	9.7e-05
XBB.1.9.2	2023-01	11	9	122622	92808	8.97e-05	9.7e-05
BA.5.2.31	2023-01	11	7	122622	92808	8.97e-05	7.54e-05
BF.7.16	2023-01	11	5	122622	92808	8.97e-05	5.39e-05
CE.1	2023-01	11	7	122622	92808	8.97e-05	7.54e-05
CL.1.2	2023-01	11	6	122622	92808	8.97e-05	6.46e-05
FL.5	2023-01	11	5	122622	92808	8.97e-05	5.39e-05
XBB.2.2	2023-01	11	5	122622	92808	8.97e-05	5.39e-05
BF.10.1	2023-01	9	8	122622	92808	7.34e-05	8.62e-05
BF.39	2023-01	8	8	122622	92808	6.52e-05	8.62e-05
BF.7.14.4	2023-01	9	8	122622	92808	7.34e-05	8.62e-05
BQ.1.17	2023-01	8	8	122622	92808	6.52e-05	8.62e-05
CM.8.1.2	2023-01	9	8	122622	92808	7.34e-05	8.62e-05
FH.1	2023-01	9	8	122622	92808	7.34e-05	8.62e-05
FL.10	2023-01	9	8	122622	92808	7.34e-05	8.62e-05
HJ.1	2023-01	9	8	122622	92808	7.34e-05	8.62e-05
XBB.1.5.10	2023-01	9	8	122622	92808	7.34e-05	8.62e-05
XBB.2.3	2023-01	8	8	122622	92808	6.52e-05	8.62e-05
BF.21	2023-01	10	4	122622	92808	8.16e-05	4.31e-05
BF.30	2023-01	10	6	122622	92808	8.16e-05	6.46e-05
BF.7.11	2023-01	10	6	122622	92808	8.16e-05	6.46e-05
CM.12	2023-01	10	7	122622	92808	8.16e-05	7.54e-05
EK.3	2023-01	10	5	122622	92808	8.16e-05	5.39e-05
XBB.1.5.77	2023-01	10	6	122622	92808	8.16e-05	6.46e-05
CP.4	2023-01	8	7	122622	92808	6.52e-05	7.54e-05
CY.1	2023-01	7	7	122622	92808	5.71e-05	7.54e-05
XBB.1.5.26	2023-01	7	7	122622	92808	5.71e-05	7.54e-05
XBB.1.5.41	2023-01	8	7	122622	92808	6.52e-05	7.54e-05
BA.4.1	2023-01	9	3	122622	92808	7.34e-05	3.23e-05
BA.5.2.33	2023-01	9	3	122622	92808	7.34e-05	3.23e-05
BE.13	2023-01	9	4	122622	92808	7.34e-05	4.31e-05
CA.1	2023-01	9	6	122622	92808	7.34e-05	6.46e-05
EJ.1	2023-01	9	4	122622	92808	7.34e-05	4.31e-05
FS.1	2023-01	9	1	122622	92808	7.34e-05	1.08e-05
XBN	2023-01	9	6	122622	92808	7.34e-05	6.46e-05
B.1.1.529	2023-01	8	1	122622	92808	6.52e-05	1.08e-05
BA.2.12.1	2023-01	8	1	122622	92808	6.52e-05	1.08e-05
BF.24	2023-01	8	0	122622	92808	6.52e-05	0
BF.7.19.1	2023-01	8	6	122622	92808	6.52e-05	6.46e-05
BF.7.9	2023-01	8	5	122622	92808	6.52e-05	5.39e-05
BQ.1.1.64	2023-01	8	5	122622	92808	6.52e-05	5.39e-05
CJ.1.1	2023-01	8	5	122622	92808	6.52e-05	5.39e-05
EA.2	2023-01	8	5	122622	92808	6.52e-05	5.39e-05
EG.1	2023-01	8	6	122622	92808	6.52e-05	6.46e-05
EQ.1	2023-01	8	4	122622	92808	6.52e-05	4.31e-05
XBB.1.29	2023-01	8	3	122622	92808	6.52e-05	3.23e-05
XBB.1.44	2023-01	8	5	122622	92808	6.52e-05	5.39e-05
XBB.1.45.1	2023-01	8	1	122622	92808	6.52e-05	1.08e-05
XBB.1.5.73	2023-01	8	6	122622	92808	6.52e-05	6.46e-05
XBF.5	2023-01	8	6	122622	92808	6.52e-05	6.46e-05
XBJ.2	2023-01	8	5	122622	92808	6.52e-05	5.39e-05
BQ.1.15.2	2023-01	6	6	122622	92808	4.89e-05	6.46e-05
BR.5	2023-01	6	6	122622	92808	4.89e-05	6.46e-05
CP.5	2023-01	7	6	122622	92808	5.71e-05	6.46e-05
EK.2	2023-01	6	6	122622	92808	4.89e-05	6.46e-05
XAZ	2023-01	7	6	122622	92808	5.71e-05	6.46e-05
XBB.1.10	2023-01	6	6	122622	92808	4.89e-05	6.46e-05
XBB.1.5.28	2023-01	7	6	122622	92808	5.71e-05	6.46e-05
XBB.1.5.69	2023-01	7	6	122622	92808	5.71e-05	6.46e-05
XBE	2023-01	6	6	122622	92808	4.89e-05	6.46e-05
BA.5.1.7	2023-01	7	5	122622	92808	5.71e-05	5.39e-05
BF.16	2023-01	7	5	122622	92808	5.71e-05	5.39e-05
BF.27	2023-01	7	5	122622	92808	5.71e-05	5.39e-05
BM.1.1.5	2023-01	7	5	122622	92808	5.71e-05	5.39e-05
BR.3	2023-01	7	4	122622	92808	5.71e-05	4.31e-05
CM.5	2023-01	7	5	122622	92808	5.71e-05	5.39e-05
CP.1.2	2023-01	7	5	122622	92808	5.71e-05	5.39e-05
CP.2	2023-01	7	5	122622	92808	5.71e-05	5.39e-05
EH.1	2023-01	7	5	122622	92808	5.71e-05	5.39e-05
FN.1	2023-01	7	5	122622	92808	5.71e-05	5.39e-05
GD.2	2023-01	7	3	122622	92808	5.71e-05	3.23e-05
XAY.1.1.3	2023-01	7	5	122622	92808	5.71e-05	5.39e-05
XBB.1.3	2023-01	7	2	122622	92808	5.71e-05	2.15e-05
XBB.1.5.79	2023-01	7	5	122622	92808	5.71e-05	5.39e-05
XBB.2.11	2023-01	7	4	122622	92808	5.71e-05	4.31e-05
XBB.8	2023-01	7	4	122622	92808	5.71e-05	4.31e-05
XBC.1.3	2023-01	7	5	122622	92808	5.71e-05	5.39e-05
BA.4.1.9	2023-01	5	5	122622	92808	4.08e-05	5.39e-05
BA.5.2.61	2023-01	6	5	122622	92808	4.89e-05	5.39e-05
BN.1.3.9	2023-01	5	5	122622	92808	4.08e-05	5.39e-05
BN.2.1	2023-01	6	5	122622	92808	4.89e-05	5.39e-05
DE.2	2023-01	6	5	122622	92808	4.89e-05	5.39e-05
ES.1	2023-01	6	5	122622	92808	4.89e-05	5.39e-05
FL.4	2023-01	6	5	122622	92808	4.89e-05	5.39e-05
GC.2	2023-01	6	5	122622	92808	4.89e-05	5.39e-05
XBB.1.18.1	2023-01	6	5	122622	92808	4.89e-05	5.39e-05
XBB.1.38	2023-01	5	5	122622	92808	4.08e-05	5.39e-05
BA.5.1.38	2023-01	6	3	122622	92808	4.89e-05	3.23e-05
BN.1.3.2	2023-01	6	2	122622	92808	4.89e-05	2.15e-05
BN.1.8	2023-01	6	4	122622	92808	4.89e-05	4.31e-05
CH.1.1.16	2023-01	6	1	122622	92808	4.89e-05	1.08e-05
CM.1	2023-01	6	4	122622	92808	4.89e-05	4.31e-05
FG.2	2023-01	6	2	122622	92808	4.89e-05	2.15e-05
XAY.1	2023-01	6	2	122622	92808	4.89e-05	2.15e-05
BA.4.6.2	2023-01	5	4	122622	92808	4.08e-05	4.31e-05
BA.5.3	2023-01	2	4	122622	92808	1.63e-05	4.31e-05
BE.1.4	2023-01	5	4	122622	92808	4.08e-05	4.31e-05
BE.4	2023-01	5	4	122622	92808	4.08e-05	4.31e-05
BF.5.1	2023-01	5	4	122622	92808	4.08e-05	4.31e-05
BF.5.5	2023-01	4	4	122622	92808	3.26e-05	4.31e-05
BQ.1.33	2023-01	5	4	122622	92808	4.08e-05	4.31e-05
BY.1.2	2023-01	4	4	122622	92808	3.26e-05	4.31e-05
CP.3	2023-01	4	4	122622	92808	3.26e-05	4.31e-05
CY.2	2023-01	4	4	122622	92808	3.26e-05	4.31e-05
DC.1	2023-01	5	4	122622	92808	4.08e-05	4.31e-05
DN.3	2023-01	4	4	122622	92808	3.26e-05	4.31e-05
DS.1	2023-01	5	4	122622	92808	4.08e-05	4.31e-05
EG.3	2023-01	4	4	122622	92808	3.26e-05	4.31e-05
EL.1	2023-01	4	4	122622	92808	3.26e-05	4.31e-05
EY.1	2023-01	4	4	122622	92808	3.26e-05	4.31e-05
FL.3.2	2023-01	4	4	122622	92808	3.26e-05	4.31e-05
FR.1	2023-01	4	4	122622	92808	3.26e-05	4.31e-05
XBB.1.11	2023-01	5	4	122622	92808	4.08e-05	4.31e-05
BA.2.10.1	2023-01	5	0	122622	92808	4.08e-05	0
BF.36	2023-01	5	3	122622	92808	4.08e-05	3.23e-05
BF.7.18	2023-01	5	1	122622	92808	4.08e-05	1.08e-05
BM.2	2023-01	5	1	122622	92808	4.08e-05	1.08e-05
BN.3	2023-01	5	0	122622	92808	4.08e-05	0
BQ.1.1.14	2023-01	5	3	122622	92808	4.08e-05	3.23e-05
FC.1	2023-01	5	2	122622	92808	4.08e-05	2.15e-05
FD.3	2023-01	5	2	122622	92808	4.08e-05	2.15e-05
XBB.1.9.5	2023-01	5	3	122622	92808	4.08e-05	3.23e-05
XBB.2.1	2023-01	5	0	122622	92808	4.08e-05	0
BA.1.1.18	2023-01	4	0	122622	92808	3.26e-05	0
BA.1.14	2023-01	4	3	122622	92808	3.26e-05	3.23e-05
BA.1.14.1	2023-01	4	3	122622	92808	3.26e-05	3.23e-05
BA.5.1.19	2023-01	4	1	122622	92808	3.26e-05	1.08e-05
BA.5.1.36	2023-01	4	2	122622	92808	3.26e-05	2.15e-05
BF.34	2023-01	4	3	122622	92808	3.26e-05	3.23e-05
BF.40	2023-01	4	2	122622	92808	3.26e-05	2.15e-05
BF.5.4	2023-01	4	3	122622	92808	3.26e-05	3.23e-05
BM.1.1	2023-01	4	2	122622	92808	3.26e-05	2.15e-05
BM.2.1	2023-01	4	2	122622	92808	3.26e-05	2.15e-05
BN.1.11	2023-01	4	3	122622	92808	3.26e-05	3.23e-05
BQ.1.1.12	2023-01	4	1	122622	92808	3.26e-05	1.08e-05
BT.2	2023-01	4	1	122622	92808	3.26e-05	1.08e-05
BU.2	2023-01	4	2	122622	92808	3.26e-05	2.15e-05
CM.11	2023-01	4	3	122622	92808	3.26e-05	3.23e-05
FL.3.3	2023-01	4	1	122622	92808	3.26e-05	1.08e-05
XBB.1.21	2023-01	4	2	122622	92808	3.26e-05	2.15e-05
XBB.1.5.57	2023-01	4	0	122622	92808	3.26e-05	0
XBB.1.5.75	2023-01	4	3	122622	92808	3.26e-05	3.23e-05
XBC.1.1.1	2023-01	4	3	122622	92808	3.26e-05	3.23e-05
XBF.1	2023-01	4	3	122622	92808	3.26e-05	3.23e-05
XBF.2	2023-01	4	2	122622	92808	3.26e-05	2.15e-05
BA.5.1.32	2023-01	3	3	122622	92808	2.45e-05	3.23e-05
BA.5.1.37	2023-01	3	3	122622	92808	2.45e-05	3.23e-05
BA.5.2.44	2023-01	3	3	122622	92808	2.45e-05	3.23e-05
BA.5.6.3	2023-01	3	3	122622	92808	2.45e-05	3.23e-05
BE.2	2023-01	3	3	122622	92808	2.45e-05	3.23e-05
BF.7.14.3	2023-01	3	3	122622	92808	2.45e-05	3.23e-05
BF.7.2	2023-01	3	3	122622	92808	2.45e-05	3.23e-05
BQ.1.1.62	2023-01	3	3	122622	92808	2.45e-05	3.23e-05
BQ.1.32	2023-01	3	3	122622	92808	2.45e-05	3.23e-05
BW.1.2	2023-01	3	3	122622	92808	2.45e-05	3.23e-05
CH.3.1	2023-01	3	3	122622	92808	2.45e-05	3.23e-05
CM.7	2023-01	3	3	122622	92808	2.45e-05	3.23e-05
CM.7.1	2023-01	3	3	122622	92808	2.45e-05	3.23e-05
CV.2	2023-01	3	3	122622	92808	2.45e-05	3.23e-05
FD.5	2023-01	3	3	122622	92808	2.45e-05	3.23e-05
XBB.1.23	2023-01	3	3	122622	92808	2.45e-05	3.23e-05
XBB.1.28	2023-01	3	3	122622	92808	2.45e-05	3.23e-05
XBB.1.5.50	2023-01	2	3	122622	92808	1.63e-05	3.23e-05
XBB.1.5.86	2023-01	3	3	122622	92808	2.45e-05	3.23e-05
XBW	2023-01	3	3	122622	92808	2.45e-05	3.23e-05
AY.39	2023-01	3	0	122622	92808	2.45e-05	0
B	2023-01	3	1	122622	92808	2.45e-05	1.08e-05
B.1.1.7	2023-01	3	0	122622	92808	2.45e-05	0
BA.2.3	2023-01	3	0	122622	92808	2.45e-05	0
BA.2.75.3	2023-01	3	1	122622	92808	2.45e-05	1.08e-05
BA.5.2.11	2023-01	3	0	122622	92808	2.45e-05	0
BA.5.2.30	2023-01	3	1	122622	92808	2.45e-05	1.08e-05
BA.5.2.37	2023-01	3	1	122622	92808	2.45e-05	1.08e-05
BF.15	2023-01	3	2	122622	92808	2.45e-05	2.15e-05
BF.38	2023-01	3	2	122622	92808	2.45e-05	2.15e-05
BG.2	2023-01	3	2	122622	92808	2.45e-05	2.15e-05
BN.1.3.11	2023-01	3	2	122622	92808	2.45e-05	2.15e-05
BN.1.3.4	2023-01	3	1	122622	92808	2.45e-05	1.08e-05
CD.2	2023-01	3	1	122622	92808	2.45e-05	1.08e-05
CH.1.1.4	2023-01	3	1	122622	92808	2.45e-05	1.08e-05
EG.1.6	2023-01	3	1	122622	92808	2.45e-05	1.08e-05
FT.4	2023-01	3	1	122622	92808	2.45e-05	1.08e-05
XBB.1.35	2023-01	3	1	122622	92808	2.45e-05	1.08e-05
XBB.1.37	2023-01	3	2	122622	92808	2.45e-05	2.15e-05
XBB.1.47	2023-01	3	1	122622	92808	2.45e-05	1.08e-05
XBB.1.5.25	2023-01	3	2	122622	92808	2.45e-05	2.15e-05
XBB.1.5.37	2023-01	3	2	122622	92808	2.45e-05	2.15e-05
XBB.1.5.64	2023-01	3	0	122622	92808	2.45e-05	0
XBB.1.5.97	2023-01	3	2	122622	92808	2.45e-05	2.15e-05
XBB.1.9.3	2023-01	3	1	122622	92808	2.45e-05	1.08e-05
XBB.2.4	2023-01	3	2	122622	92808	2.45e-05	2.15e-05
XBB.3.5	2023-01	3	1	122622	92808	2.45e-05	1.08e-05
XBJ	2023-01	3	2	122622	92808	2.45e-05	2.15e-05
BA.4.6.4	2023-01	2	2	122622	92808	1.63e-05	2.15e-05
BA.4.7	2023-01	2	2	122622	92808	1.63e-05	2.15e-05
BA.5.1.17	2023-01	2	2	122622	92808	1.63e-05	2.15e-05
BA.5.2.45	2023-01	2	2	122622	92808	1.63e-05	2.15e-05
BA.5.2.55	2023-01	2	2	122622	92808	1.63e-05	2.15e-05
BF.31	2023-01	2	2	122622	92808	1.63e-05	2.15e-05
BF.8	2023-01	2	2	122622	92808	1.63e-05	2.15e-05
BL.2	2023-01	2	2	122622	92808	1.63e-05	2.15e-05
BL.6	2023-01	2	2	122622	92808	1.63e-05	2.15e-05
BQ.1.19	2023-01	2	2	122622	92808	1.63e-05	2.15e-05
BQ.1.30	2023-01	2	2	122622	92808	1.63e-05	2.15e-05
BR.4	2023-01	2	2	122622	92808	1.63e-05	2.15e-05
BR.5.1	2023-01	2	2	122622	92808	1.63e-05	2.15e-05
CH.1.1.23	2023-01	2	2	122622	92808	1.63e-05	2.15e-05
CM.3	2023-01	2	2	122622	92808	1.63e-05	2.15e-05
CM.9	2023-01	2	2	122622	92808	1.63e-05	2.15e-05
DB.2	2023-01	2	2	122622	92808	1.63e-05	2.15e-05
DW.1	2023-01	2	2	122622	92808	1.63e-05	2.15e-05
EK.4	2023-01	2	2	122622	92808	1.63e-05	2.15e-05
FB.1	2023-01	2	2	122622	92808	1.63e-05	2.15e-05
FL.1	2023-01	2	2	122622	92808	1.63e-05	2.15e-05
XBB.1.17	2023-01	2	2	122622	92808	1.63e-05	2.15e-05
XBB.1.27	2023-01	2	2	122622	92808	1.63e-05	2.15e-05
XBB.1.5.42	2023-01	2	2	122622	92808	1.63e-05	2.15e-05
XBB.1.5.43	2023-01	2	2	122622	92808	1.63e-05	2.15e-05
XBB.1.5.72	2023-01	2	2	122622	92808	1.63e-05	2.15e-05
XBB.3.3	2023-01	2	2	122622	92808	1.63e-05	2.15e-05
XBB.3.4	2023-01	2	2	122622	92808	1.63e-05	2.15e-05
XBC.1.1	2023-01	2	2	122622	92808	1.63e-05	2.15e-05
XBJ.1	2023-01	2	2	122622	92808	1.63e-05	2.15e-05
XBV	2023-01	2	2	122622	92808	1.63e-05	2.15e-05
AY.113	2023-01	2	1	122622	92808	1.63e-05	1.08e-05
AY.99.2	2023-01	2	0	122622	92808	1.63e-05	0
B.1.1	2023-01	2	0	122622	92808	1.63e-05	0
BA.1.14.2	2023-01	2	1	122622	92808	1.63e-05	1.08e-05
BA.1.17	2023-01	2	0	122622	92808	1.63e-05	0
BA.2.9	2023-01	2	1	122622	92808	1.63e-05	1.08e-05
BA.5.2.46	2023-01	2	1	122622	92808	1.63e-05	1.08e-05
BA.5.6.4	2023-01	2	1	122622	92808	1.63e-05	1.08e-05
BE.3	2023-01	2	1	122622	92808	1.63e-05	1.08e-05
BF.41	2023-01	2	1	122622	92808	1.63e-05	1.08e-05
BF.41.1	2023-01	2	1	122622	92808	1.63e-05	1.08e-05
BF.7.14.2	2023-01	2	1	122622	92808	1.63e-05	1.08e-05
BN.1.2.5	2023-01	2	1	122622	92808	1.63e-05	1.08e-05
BN.1.6	2023-01	2	1	122622	92808	1.63e-05	1.08e-05
CM.4.1	2023-01	2	1	122622	92808	1.63e-05	1.08e-05
DZ.1	2023-01	2	1	122622	92808	1.63e-05	1.08e-05
EF.1.1.1	2023-01	2	1	122622	92808	1.63e-05	1.08e-05
FL.13	2023-01	2	1	122622	92808	1.63e-05	1.08e-05
FL.2	2023-01	2	0	122622	92808	1.63e-05	0
FL.3.1	2023-01	2	0	122622	92808	1.63e-05	0
HT.1	2023-01	2	0	122622	92808	1.63e-05	0
XAS	2023-01	2	0	122622	92808	1.63e-05	0
XBB.1.11.1	2023-01	2	1	122622	92808	1.63e-05	1.08e-05
XBB.1.12	2023-01	2	0	122622	92808	1.63e-05	0
XBB.1.14	2023-01	2	1	122622	92808	1.63e-05	1.08e-05
XBB.1.25	2023-01	2	0	122622	92808	1.63e-05	0
XBB.1.46	2023-01	2	1	122622	92808	1.63e-05	1.08e-05
XBB.1.5.110	2023-01	2	1	122622	92808	1.63e-05	1.08e-05
XBB.1.5.40	2023-01	2	0	122622	92808	1.63e-05	0
XBB.1.5.78	2023-01	2	0	122622	92808	1.63e-05	0
XBB.1.5.99	2023-01	2	1	122622	92808	1.63e-05	1.08e-05
XBB.2.6.2	2023-01	2	1	122622	92808	1.63e-05	1.08e-05
XBB.5	2023-01	2	1	122622	92808	1.63e-05	1.08e-05
XBB.8.1	2023-01	2	1	122622	92808	1.63e-05	1.08e-05
XBL	2023-01	2	0	122622	92808	1.63e-05	0
XBU	2023-01	2	1	122622	92808	1.63e-05	1.08e-05
BA.1.1.1	2023-01	1	1	122622	92808	8.16e-06	1.08e-05
BA.2.3.22	2023-01	1	1	122622	92808	8.16e-06	1.08e-05
BA.2.76	2023-01	1	1	122622	92808	8.16e-06	1.08e-05
BA.4.4	2023-01	1	1	122622	92808	8.16e-06	1.08e-05
BA.5.1.35	2023-01	1	1	122622	92808	8.16e-06	1.08e-05
BA.5.10	2023-01	1	1	122622	92808	8.16e-06	1.08e-05
BA.5.2.2	2023-01	1	1	122622	92808	8.16e-06	1.08e-05
BA.5.2.63	2023-01	1	1	122622	92808	8.16e-06	1.08e-05
BA.5.5.2	2023-01	1	1	122622	92808	8.16e-06	1.08e-05
BA.5.6.1	2023-01	1	1	122622	92808	8.16e-06	1.08e-05
BA.5.8	2023-01	1	1	122622	92808	8.16e-06	1.08e-05
BF.29	2023-01	1	1	122622	92808	8.16e-06	1.08e-05
BF.5.2	2023-01	1	1	122622	92808	8.16e-06	1.08e-05
BF.6	2023-01	1	1	122622	92808	8.16e-06	1.08e-05
BF.7.13	2023-01	1	1	122622	92808	8.16e-06	1.08e-05
BL.1.4	2023-01	1	1	122622	92808	8.16e-06	1.08e-05
BL.1.5	2023-01	1	1	122622	92808	8.16e-06	1.08e-05
BN.4	2023-01	1	1	122622	92808	8.16e-06	1.08e-05
BQ.1.1.50	2023-01	1	1	122622	92808	8.16e-06	1.08e-05
BQ.1.1.73	2023-01	1	1	122622	92808	8.16e-06	1.08e-05
CJ.1.3.2	2023-01	1	1	122622	92808	8.16e-06	1.08e-05
CP.7	2023-01	1	1	122622	92808	8.16e-06	1.08e-05
CT.1	2023-01	1	1	122622	92808	8.16e-06	1.08e-05
DJ.1.3	2023-01	1	1	122622	92808	8.16e-06	1.08e-05
DV.8	2023-01	1	1	122622	92808	8.16e-06	1.08e-05
DZ.2	2023-01	1	1	122622	92808	8.16e-06	1.08e-05
EG.5.1.1	2023-01	1	1	122622	92808	8.16e-06	1.08e-05
EG.5.1.8	2023-01	1	1	122622	92808	8.16e-06	1.08e-05
EG.5.2.1	2023-01	1	1	122622	92808	8.16e-06	1.08e-05
EU.1	2023-01	1	1	122622	92808	8.16e-06	1.08e-05
FD.1.1	2023-01	1	1	122622	92808	8.16e-06	1.08e-05
FE.1	2023-01	1	1	122622	92808	8.16e-06	1.08e-05
FE.1.2	2023-01	1	1	122622	92808	8.16e-06	1.08e-05
FG.1	2023-01	1	1	122622	92808	8.16e-06	1.08e-05
FL.26	2023-01	1	1	122622	92808	8.16e-06	1.08e-05
FL.8	2023-01	1	1	122622	92808	8.16e-06	1.08e-05
FL.9	2023-01	1	1	122622	92808	8.16e-06	1.08e-05
FR.2	2023-01	1	1	122622	92808	8.16e-06	1.08e-05
FZ.1	2023-01	1	1	122622	92808	8.16e-06	1.08e-05
FZ.2	2023-01	1	1	122622	92808	8.16e-06	1.08e-05
GB.1	2023-01	1	1	122622	92808	8.16e-06	1.08e-05
GL.3	2023-01	1	1	122622	92808	8.16e-06	1.08e-05
HK.31	2023-01	1	1	122622	92808	8.16e-06	1.08e-05
HN.5	2023-01	1	1	122622	92808	8.16e-06	1.08e-05
HV.1	2023-01	1	1	122622	92808	8.16e-06	1.08e-05
JN.1	2023-01	0	1	122622	92808	0	1.08e-05
JN.1.1	2023-01	1	1	122622	92808	8.16e-06	1.08e-05
JN.1.7	2023-01	1	1	122622	92808	8.16e-06	1.08e-05
XBB.1.14.1	2023-01	1	1	122622	92808	8.16e-06	1.08e-05
XBB.1.16.11	2023-01	1	1	122622	92808	8.16e-06	1.08e-05
XBB.1.16.15	2023-01	1	1	122622	92808	8.16e-06	1.08e-05
XBB.1.20	2023-01	1	1	122622	92808	8.16e-06	1.08e-05
XBB.1.22.1	2023-01	0	1	122622	92808	0	1.08e-05
XBB.1.34	2023-01	1	1	122622	92808	8.16e-06	1.08e-05
XBB.1.39	2023-01	1	1	122622	92808	8.16e-06	1.08e-05
XBB.1.45	2023-01	1	1	122622	92808	8.16e-06	1.08e-05
XBB.1.5.100	2023-01	0	1	122622	92808	0	1.08e-05
XBB.1.5.22	2023-01	1	1	122622	92808	8.16e-06	1.08e-05
XBB.1.5.27	2023-01	1	1	122622	92808	8.16e-06	1.08e-05
XBB.1.5.38	2023-01	1	1	122622	92808	8.16e-06	1.08e-05
XBB.1.5.88	2023-01	1	1	122622	92808	8.16e-06	1.08e-05
XBB.2.12	2023-01	1	1	122622	92808	8.16e-06	1.08e-05
XBC.1.5	2023-01	1	1	122622	92808	8.16e-06	1.08e-05
XBH	2023-01	1	1	122622	92808	8.16e-06	1.08e-05
XCH.1	2023-01	1	1	122622	92808	8.16e-06	1.08e-05
AY.103	2023-01	1	0	122622	92808	8.16e-06	0
AY.25.1	2023-01	1	0	122622	92808	8.16e-06	0
AY.3	2023-01	1	0	122622	92808	8.16e-06	0
AY.9.2.2	2023-01	1	0	122622	92808	8.16e-06	0
BA.1.15.2	2023-01	1	0	122622	92808	8.16e-06	0
BA.1.20	2023-01	1	0	122622	92808	8.16e-06	0
BA.2.1	2023-01	1	0	122622	92808	8.16e-06	0
BA.2.23	2023-01	1	0	122622	92808	8.16e-06	0
BA.2.33	2023-01	1	0	122622	92808	8.16e-06	0
BA.2.56	2023-01	1	0	122622	92808	8.16e-06	0
BA.2.75.4	2023-01	1	0	122622	92808	8.16e-06	0
BA.2.86.1	2023-01	1	0	122622	92808	8.16e-06	0
BA.4.1.10	2023-01	1	0	122622	92808	8.16e-06	0
BA.5.1.31	2023-01	1	0	122622	92808	8.16e-06	0
BA.5.10.1	2023-01	1	0	122622	92808	8.16e-06	0
BF.23	2023-01	1	0	122622	92808	8.16e-06	0
BF.38.3	2023-01	1	0	122622	92808	8.16e-06	0
BF.7.4.3	2023-01	1	0	122622	92808	8.16e-06	0
BM.4.1	2023-01	1	0	122622	92808	8.16e-06	0
BQ.1.1.79	2023-01	1	0	122622	92808	8.16e-06	0
BS.1	2023-01	1	0	122622	92808	8.16e-06	0
BV.2	2023-01	1	0	122622	92808	8.16e-06	0
BY.1.1	2023-01	1	0	122622	92808	8.16e-06	0
CD.1	2023-01	1	0	122622	92808	8.16e-06	0
EG.4.1	2023-01	1	0	122622	92808	8.16e-06	0
EG.5.1	2023-01	1	0	122622	92808	8.16e-06	0
FD.1	2023-01	1	0	122622	92808	8.16e-06	0
FD.4.1	2023-01	1	0	122622	92808	8.16e-06	0
FL.27	2023-01	1	0	122622	92808	8.16e-06	0
GE.1.2	2023-01	1	0	122622	92808	8.16e-06	0
GV.1	2023-01	1	0	122622	92808	8.16e-06	0
HT.2	2023-01	1	0	122622	92808	8.16e-06	0
JF.1	2023-01	1	0	122622	92808	8.16e-06	0
XAY.1.1	2023-01	1	0	122622	92808	8.16e-06	0
XAY.1.1.2	2023-01	1	0	122622	92808	8.16e-06	0
XBB.1.16	2023-01	1	0	122622	92808	8.16e-06	0
XBB.1.16.1	2023-01	1	0	122622	92808	8.16e-06	0
XBB.1.16.6	2023-01	1	0	122622	92808	8.16e-06	0
XBB.1.36	2023-01	1	0	122622	92808	8.16e-06	0
XBB.1.48	2023-01	1	0	122622	92808	8.16e-06	0
XBB.1.5.104	2023-01	1	0	122622	92808	8.16e-06	0
XBB.7	2023-01	1	0	122622	92808	8.16e-06	0
XBC.1.2	2023-01	1	0	122622	92808	8.16e-06	0
XBF.7.1	2023-01	1	0	122622	92808	8.16e-06	0
XBB.1.5	2023-02	24358	18622	91064	63686	0.267	0.292
BQ.1.1	2023-02	9218	6982	91064	63686	0.101	0.11
CH.1.1	2023-02	3042	1885	91064	63686	0.0334	0.0296
BQ.1	2023-02	1925	1345	91064	63686	0.0211	0.0211
DV.6	2023-02	790	816	91064	63686	0.00868	0.0128
BF.7	2023-02	1097	541	91064	63686	0.012	0.00849
CH.1.1.1	2023-02	1062	642	91064	63686	0.0117	0.0101
XBB.1.5.13	2023-02	984	708	91064	63686	0.0108	0.0111
XBB.1	2023-02	919	305	91064	63686	0.0101	0.00479
XBB.1.5.7	2023-02	916	523	91064	63686	0.0101	0.00821
